comparison.primary;comparison.secondary
загадочка;0;3.25581395348837
задумываться;26.3157894736842;4.03100775193798
запивать;0;4.96124031007752
зголовьице;0;4.8062015503876
здоровьице;0;2.7906976744186
зелена;0;5.27131782945736
калинка;5.26315789473684;3.10077519379845
камочка;0;2.63565891472868
камыш;0;3.10077519379845
кобыла;0;2.63565891472868
кол;0;3.87596899224806
корысть;5.26315789473684;4.96124031007752
кочет;0;3.25581395348837
крапивушка;0;3.10077519379845
кроить;0;4.49612403100775
кучер;0;4.8062015503876
лагерь;0;4.18604651162791
лапоток;0;2.7906976744186
лебеда;0;2.63565891472868
лезть;0;3.56589147286822
лошадушка;0;3.56589147286822
лужечка;0;4.96124031007752
ляля;0;1.70542635658915
малинка;10.5263157894737;4.03100775193798
мера;0;2.32558139534884
мешать;18.4210526315789;3.41085271317829
мом;0;5.42635658914729
муравай;0;3.56589147286822
надолго;21.0526315789474;4.03100775193798
назол;0;3.10077519379845
небылица;18.4210526315789;4.18604651162791
недуг;18.4210526315789;0.62015503875969
нелюб;10.5263157894737;2.01550387596899
немилостливый;0;1.55038759689922
неравный;0;2.01550387596899
обронить;10.5263157894737;3.56589147286822
одеваться;0;4.34108527131783
около;5.26315789473684;4.34108527131783
паренек;0;4.49612403100775
переставиться;0;4.49612403100775
погадать;0;3.87596899224806
подлец;0;4.96124031007752
позолотить;0;5.27131782945736
полведра;0;2.01550387596899
понедельник;0;2.94573643410853
послужить;7.89473684210526;3.56589147286822
придавать;0;5.58139534883721
прилуки;10.5263157894737;3.25581395348837
промысел;0;3.72093023255814
протягивать;5.26315789473684;3.41085271317829
разбраниться;5.26315789473684;3.87596899224806
разгонять;13.1578947368421;4.65116279069767
разрывать;10.5263157894737;3.25581395348837
распоясывать;0;3.25581395348837
рассудить;5.26315789473684;3.10077519379845
рядить;0;5.11627906976744
саночки;0;4.34108527131783
сверху;0;5.58139534883721
сегодняшний;0;4.18604651162791
сенокос;10.5263157894737;2.7906976744186
сенюшка;0;4.96124031007752
скрипеть;5.26315789473684;3.10077519379845
слушаться;0;4.49612403100775
солгать;0;4.34108527131783
софия;0;0.465116279069767
сплетать;0;5.11627906976744
спотыкаться;0;3.87596899224806
старичище;0;1.86046511627907
стружок;15.7894736842105;3.41085271317829
сыта;0;2.01550387596899
третия;0;5.11627906976744
тугой;15.7894736842105;3.56589147286822
угождать;10.5263157894737;3.41085271317829
холуй;0;0.62015503875969
часовой;0;3.10077519379845
армеюшка;0;2.63565891472868
безо;0;4.03100775193798
березка;5.26315789473684;4.49612403100775
бесчестье;0;3.87596899224806
брить;0;1.55038759689922
варя;0;2.01550387596899
вводить;10.5263157894737;4.8062015503876
гаркать;0;4.03100775193798
гладить;0;2.94573643410853
гневный;0;1.86046511627907
гребень;5.26315789473684;4.03100775193798
деревце;5.26315789473684;4.34108527131783
едать;0;4.96124031007752
еж;0;0.310077519379845
забавный;0;4.96124031007752
заблудилася;0;3.10077519379845
заказывать;10.5263157894737;4.65116279069767
залетный;26.3157894736842;3.87596899224806
запас;0;2.63565891472868
зарождаться;5.26315789473684;4.65116279069767
калин;0;4.18604651162791
кафтанчик;0;4.8062015503876
кисть;0;4.96124031007752
клетка;15.7894736842105;3.56589147286822
кручинный;7.89473684210526;3.72093023255814
крылушка;0;4.34108527131783
кунья;0;4.8062015503876
машина;0;4.65116279069767
мертвый;34.2105263157895;3.41085271317829
мещанин;0;4.65116279069767
микола;0;1.86046511627907
минута;18.4210526315789;4.49612403100775
молодешенький;0;4.03100775193798
мягко;0;4.18604651162791
надрываться;0;4.96124031007752
напекать;5.26315789473684;3.10077519379845
насилу;0;4.03100775193798
новгород;5.26315789473684;2.7906976744186
обесчещивать;0;3.56589147286822
облако;57.8947368421053;2.17054263565891
обувать;2.63157894736842;4.03100775193798
одолевать;15.7894736842105;4.18604651162791
ожидать;0;5.73643410852713
перевозчик;0;3.41085271317829
плот;0;3.72093023255814
поводиться;0;4.34108527131783
погодить;23.6842105263158;3.41085271317829
погоня;0;4.65116279069767
поджидать;28.9473684210526;3.72093023255814
пожар;0;2.48062015503876
положить;0;3.10077519379845
полюбовник;0;4.96124031007752
походка;0;5.27131782945736
появляться;21.0526315789474;3.87596899224806
пристигать;0;4.65116279069767
приступаться;0;4.03100775193798
приуснуть;0;5.42635658914729
проговаривать;0;4.65116279069767
проталинка;0;2.32558139534884
пята;0;3.56589147286822
развертывать;0;3.41085271317829
раздуваться;0;4.65116279069767
раздушечка;0;4.96124031007752
разоряться;0;3.41085271317829
ремень;5.26315789473684;2.32558139534884
рыболов;0;4.03100775193798
рынок;0;4.03100775193798
се;0;3.87596899224806
слегать;10.5263157894737;4.8062015503876
слетать;0;4.8062015503876
смех;7.89473684210526;4.34108527131783
снега;0;2.63565891472868
соезжать;10.5263157894737;4.49612403100775
соколиный;47.3684210526316;2.48062015503876
стыд;13.1578947368421;4.34108527131783
судно;0;4.65116279069767
танец;0;3.41085271317829
тароватый;0;4.8062015503876
тень;44.7368421052632;1.55038759689922
точить;15.7894736842105;3.56589147286822
трепать;0;2.63565891472868
ход;0;4.03100775193798
целовальничек;0;3.87596899224806
чернила;0;4.8062015503876
шевелить;0;3.10077519379845
шелков;0;4.34108527131783
шинкарка;0;1.3953488372093
шутка;10.5263157894737;4.65116279069767
ямский;0;3.56589147286822
яр;0;2.63565891472868
ярмонка;0;2.94573643410853
банюшка;0;4.49612403100775
бочок;0;3.10077519379845
буслаевич;0;0.62015503875969
бык;0;2.94573643410853
вежливый;0;2.94573643410853
возвращаться;55.2631578947368;0.930232558139535
выставлять;5.26315789473684;4.65116279069767
вытаптывать;0;1.08527131782946
выхваляться;0;4.49612403100775
выход;0;3.87596899224806
гетман;10.5263157894737;0.930232558139535
гнаться;26.3157894736842;2.48062015503876
грамота;7.89473684210526;4.34108527131783
грызть;39.4736842105263;0.930232558139535
деревенька;0;4.18604651162791
догнать;5.26315789473684;3.72093023255814
домнушка;0;0.62015503875969
дорожечка;0;3.87596899224806
дуброва;5.26315789473684;4.65116279069767
дьяк;0;3.10077519379845
дьячок;0;2.94573643410853
закусывать;0;3.72093023255814
западать;7.89473684210526;4.96124031007752
зголовье;0;4.03100775193798
зимовать;0;3.87596899224806
знакомый;31.5789473684211;2.7906976744186
зычный;0;5.42635658914729
ивашка;0;1.86046511627907
избушечка;0;0.930232558139535
изнашивать;0;5.11627906976744
казацкий;5.26315789473684;4.65116279069767
каменья;0;3.41085271317829
клониться;15.7894736842105;4.18604651162791
комарик;0;3.41085271317829
компания;0;4.49612403100775
коника;0;4.65116279069767
королева;0;2.32558139534884
кузнец;0;4.03100775193798
кулак;10.5263157894737;3.10077519379845
лесико;0;4.65116279069767
лечить;0;3.87596899224806
липовый;13.1578947368421;1.86046511627907
личко;0;2.48062015503876
лю;0;1.24031007751938
махаться;0;3.10077519379845
меч;34.2105263157895;2.01550387596899
молоть;0;3.72093023255814
навязываться;0;2.94573643410853
насмешка;10.5263157894737;3.87596899224806
наука;0;3.41085271317829
нащипывать;0;1.86046511627907
невозможно;2.63157894736842;4.49612403100775
некорыстный;0;2.94573643410853
неровня;0;2.48062015503876
несносный;23.6842105263158;3.10077519379845
нибудь;34.2105263157895;2.63565891472868
никуда;0;5.11627906976744
ниточка;10.5263157894737;4.18604651162791
ночной;13.1578947368421;3.41085271317829
одеялица;0;4.03100775193798
отвозить;7.89473684210526;3.87596899224806
отказываться;5.26315789473684;4.18604651162791
отправляться;10.5263157894737;5.58139534883721
отчество;13.1578947368421;2.94573643410853
очутиться;0;4.34108527131783
параня;0;1.70542635658915
перекладинка;0;3.72093023255814
плакаться;39.4736842105263;2.7906976744186
плеточка;0;5.27131782945736
плечико;0;4.18604651162791
пожалеть;26.3157894736842;2.94573643410853
поклоняться;0;4.03100775193798
покупать;0;4.03100775193798
полковой;0;5.42635658914729
полушка;0;2.94573643410853
полюбиться;31.5789473684211;2.7906976744186
порох;0;4.03100775193798
потянуть;0;3.72093023255814
предо;36.8421052631579;3.41085271317829
привыкать;7.89473684210526;2.94573643410853
приуставать;0;3.10077519379845
проход;0;4.03100775193798
прядь;0;2.94573643410853
раздушенька;0;2.32558139534884
размолоденький;0;4.96124031007752
распускать;15.7894736842105;4.96124031007752
роман;0;1.55038759689922
сваха;2.63157894736842;2.94573643410853
сердечний;0;3.56589147286822
сидючи;0;2.7906976744186
сказываться;23.6842105263158;3.87596899224806
собиралисить;0;4.8062015503876
совушка;0;0.930232558139535
сор;0;1.86046511627907
сь;0;4.34108527131783
сяк;0;2.01550387596899
тепер;0;4.18604651162791
теперича;0;3.87596899224806
тешиться;34.2105263157895;2.01550387596899
тонко;0;4.8062015503876
удовушка;0;2.48062015503876
хватить;0;4.96124031007752
хорошенько;0;4.49612403100775
чваниться;0;2.32558139534884
черница;0;3.25581395348837
чин;13.1578947368421;4.34108527131783
шубонька;0;1.24031007751938
александровна;0;0.465116279069767
алтын;0;4.49612403100775
арина;0;3.72093023255814
бессовестный;5.26315789473684;3.41085271317829
бородушка;15.7894736842105;3.72093023255814
бытье;15.7894736842105;3.10077519379845
васенька;0;4.18604651162791
