"CONTROL_SOBOLEVSKY_1" "CONTROL_SOBOLEVSKY_2" "CONTROL_SOBOLEVSKY_3" "KIREYEVSKY_1" "KIREYEVSKY_2" "KIREYEVSKY_3" "PESENNIKI_1" "PESENNIKI_2" "PESENNIKI_3" "RUSCORPORA_1" "RUSCORPORA_2" "RUSCORPORA_3" "RUSSKIE_PESNI_1" "RUSSKIE_PESNI_2" "RUSSKIE_PESNI_3" "SOBOLEVSKY_FULL_1" "SOBOLEVSKY_FULL_2" "SOBOLEVSKY_FULL_3"
"перинушка" 0.02 0.03 0.03 0 0.01 0.01 0.03 0.01 0.01 0 0 0 0 0 0 0 0.01 0.02
"печалиться" 0.01 0.01 0.01 0.01 0.02 0.03 0.01 0.01 0.03 0.01 0 0 0 0 0 0.02 0 0.01
"пирог" 0.01 0.01 0.01 0.04 0 0.02 0.02 0.02 0.01 0 0 0 0 0 0 0.01 0.01 0.02
"пламенный" 0 0 0 0 0 0 0 0.01 0 0.05 0.05 0.01 0.02 0.04 0 0 0 0
"пламень" 0 0.01 0.01 0.01 0 0 0 0 0 0.05 0 0.05 0.02 0.01 0.02 0 0 0
"подарочек" 0 0.01 0 0.02 0.03 0.04 0.01 0.02 0 0 0 0 0 0 0 0.02 0.01 0.02
"позволять" 0.01 0.02 0 0.02 0.02 0.01 0.01 0.01 0.01 0.03 0.02 0 0 0 0 0.01 0.01 0
"полтина" 0 0 0 0.01 0.02 0.01 0.06 0.03 0.04 0 0 0 0 0 0 0 0.01 0
"поток" 0 0.01 0 0 0 0.01 0 0 0 0.03 0.04 0.05 0 0.01 0.03 0 0 0
"пробуждаться" 0.02 0.02 0.01 0 0 0.02 0.01 0.01 0.01 0.01 0 0.02 0.02 0.02 0.01 0 0 0
"разлучаться" 0 0 0 0 0.01 0 0.03 0.03 0.02 0.01 0 0.01 0.03 0 0.03 0 0.01 0
"разный" 0 0 0 0.01 0.01 0 0.03 0.03 0.02 0 0.02 0 0 0.01 0.01 0.02 0.01 0.01
"свивать" 0.01 0 0.03 0.01 0.04 0.01 0 0.02 0.01 0.01 0 0 0 0.02 0 0.01 0.01 0
"слободушка" 0.02 0 0.01 0.01 0.03 0.01 0.02 0.02 0.02 0 0 0 0 0.02 0.01 0 0.01 0
"сноха" 0.02 0 0.01 0.04 0.01 0.01 0.01 0.01 0.01 0 0 0 0 0 0 0.03 0.02 0.01
"собирать" 0.02 0.02 0 0.01 0.02 0.01 0.01 0.02 0 0 0.01 0 0 0.01 0.01 0.01 0.02 0.01
"стакан" 0 0.02 0.01 0.02 0.01 0.01 0.03 0 0.02 0 0 0.01 0 0.01 0 0.01 0.01 0.02
"стих" 0 0 0 0 0 0 0 0.01 0.01 0.05 0.08 0.03 0 0 0 0 0 0
"страстный" 0 0 0 0 0 0 0.01 0 0.01 0 0.02 0.01 0.06 0.04 0.03 0 0 0
"точно" 0 0.01 0.01 0 0 0 0 0.01 0.01 0.03 0.03 0.03 0.01 0.02 0.01 0 0 0.01
"тьма" 0 0 0 0 0 0 0 0 0 0.04 0.06 0.02 0.02 0 0.04 0 0 0
"уснуть" 0 0 0 0.02 0.02 0.01 0.01 0 0.01 0.01 0.03 0.01 0.01 0 0 0.01 0.02 0.02
"хорошенький" 0.01 0.02 0 0 0 0.01 0.02 0.02 0.03 0 0 0 0.01 0 0 0.03 0.02 0.01
"царство" 0 0 0 0 0 0.01 0.01 0.01 0 0.03 0.05 0.04 0.01 0 0.01 0 0 0.01
"щука" 0.02 0.04 0.03 0.01 0 0.01 0.01 0 0.02 0 0.01 0 0 0 0 0 0.02 0.01
"являться" 0 0 0 0 0 0 0 0.01 0.01 0.03 0.06 0.04 0.01 0 0.01 0.01 0 0
"ярый" 0.01 0.03 0.03 0 0.02 0 0.01 0.01 0.01 0 0.01 0 0 0.01 0.02 0.01 0 0.01
"ясно" 0.01 0 0.01 0.01 0.01 0 0.02 0.01 0.01 0 0.01 0.01 0.03 0.02 0.02 0 0.01 0
"бархатный" 0.01 0 0.01 0 0 0 0.02 0.04 0.02 0 0 0.01 0.01 0.02 0.01 0.01 0 0.01
"бездна" 0 0 0 0 0 0 0 0 0 0.03 0.07 0.04 0 0.02 0.01 0 0 0
"березонька" 0.03 0.03 0.03 0.02 0.02 0 0 0 0 0 0 0 0.01 0 0.01 0 0.02 0
"вася" 0.02 0.02 0.05 0.02 0.01 0.03 0 0 0 0 0 0 0 0 0 0 0.01 0.01
"взирать" 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.05 0 0 0 0 0 0
"водка" 0 0 0 0.01 0 0 0.03 0.03 0.04 0 0.01 0 0 0 0 0 0.04 0.01
"вострый" 0 0 0 0.02 0.03 0.04 0 0 0.02 0 0 0 0 0 0 0.04 0.01 0.01
"вперед" 0.02 0.03 0 0.02 0.02 0 0 0 0 0.01 0.03 0.03 0 0 0.01 0 0 0
"вынимать" 0 0 0 0.04 0.02 0.04 0.01 0.01 0.01 0 0 0 0 0.01 0 0.01 0.01 0.01
"годочек" 0 0.01 0 0.04 0.03 0.02 0 0.02 0.01 0 0 0 0 0 0 0 0.02 0.02
"гордый" 0 0 0 0 0 0 0 0 0 0.03 0.09 0.04 0 0.01 0 0 0 0
"горько" 0 0 0 0.02 0.01 0 0 0 0 0.01 0 0 0.06 0.02 0.04 0 0 0.01
"горячий" 0 0 0 0.02 0 0 0.03 0.01 0.01 0.02 0.01 0.03 0.02 0.01 0 0 0 0.01
"град" 0 0 0 0.01 0.01 0 0.01 0.01 0 0.04 0.05 0.01 0 0.01 0.01 0.01 0 0
"гроза" 0 0 0 0 0 0 0 0 0 0.04 0.03 0.03 0.02 0.02 0.02 0.01 0 0
"гуля" 0.01 0.01 0 0 0.01 0 0.03 0.03 0.05 0 0 0 0 0 0 0.01 0.01 0.01
"двое" 0.02 0.01 0.01 0.03 0.02 0.02 0 0 0 0.01 0 0.02 0 0 0 0.01 0.01 0.01
"долой" 0.01 0 0.02 0 0.01 0.02 0.01 0 0 0 0 0 0 0 0.01 0.03 0.05 0.01
"досада" 0 0 0 0.04 0.02 0 0.01 0.02 0.02 0.01 0.02 0 0 0 0.01 0.01 0 0.01
"дрожать" 0 0 0 0.01 0 0 0 0 0 0.01 0.04 0.05 0.02 0.02 0.02 0 0 0
"думушка" 0.02 0.02 0.02 0 0.02 0 0 0 0 0 0 0 0.03 0.03 0 0 0.01 0.02
"запирать" 0.01 0 0 0.02 0.02 0.02 0.02 0.02 0.01 0 0 0.01 0.01 0 0.01 0.02 0 0
"карета" 0.02 0.03 0.01 0.03 0 0.02 0.01 0 0 0 0.01 0.01 0 0 0 0.01 0.01 0.01
"ковать" 0.02 0.03 0.01 0 0.01 0.03 0 0.03 0.02 0 0 0 0.01 0 0 0.01 0 0
"колено" 0.02 0.01 0.02 0.01 0.02 0 0 0.01 0.01 0.01 0.03 0 0 0 0 0.02 0 0.01
"крестьянин" 0.03 0.01 0 0 0 0 0.03 0.02 0.03 0 0 0 0.01 0 0 0.01 0.02 0.01
"левый" 0 0 0.01 0.02 0.01 0.02 0.01 0.01 0 0.01 0 0.01 0 0 0.01 0.03 0.01 0.02
"мало" 0 0 0 0.01 0.03 0.02 0 0 0 0.02 0 0 0.02 0 0.01 0.01 0.05 0
"манить" 0 0.01 0 0 0 0.01 0 0.01 0 0.03 0.01 0 0.02 0.02 0.04 0.01 0 0.01
"махнуть" 0.02 0.03 0.04 0.01 0 0.01 0.01 0.01 0 0 0 0 0 0 0.01 0.01 0.01 0.01
"меньшой" 0.02 0.01 0.02 0 0.01 0.02 0.02 0.01 0.02 0 0 0.01 0 0 0 0.01 0 0.02
"молчать" 0 0 0 0.01 0 0.01 0 0 0 0.02 0.03 0.03 0 0.03 0.01 0.01 0.02 0
"московский" 0.02 0 0.01 0.05 0.03 0 0 0.01 0 0.01 0 0.01 0 0.01 0.01 0.01 0 0
"негодяй" 0.03 0.01 0.02 0.01 0 0 0.01 0.04 0.02 0 0 0 0 0 0 0.03 0 0
"нестись" 0 0 0 0 0 0 0 0 0 0.05 0.03 0.03 0.03 0.01 0.02 0 0 0
"отдыхать" 0 0.01 0 0.01 0 0 0 0 0 0.03 0.03 0.01 0.01 0.02 0.02 0.01 0.01 0.01
"отсылать" 0 0 0 0.03 0.02 0.03 0.01 0 0.01 0 0 0.01 0 0 0 0.02 0.03 0.01
"отходить" 0.01 0.01 0 0.02 0 0.01 0.02 0.03 0.02 0.01 0 0 0 0 0.01 0.01 0 0.02
"подносить" 0 0 0 0.01 0 0 0.02 0.01 0.04 0.01 0 0 0.02 0.01 0.01 0.01 0.02 0.01
"пока" 0 0 0 0 0.02 0 0.02 0.01 0.02 0.02 0.04 0.02 0 0 0 0.01 0.01 0
"покатиться" 0.01 0.02 0.01 0.01 0.05 0.02 0 0 0 0.01 0 0.01 0.01 0.01 0 0 0.01 0
"потом" 0 0 0 0 0 0 0.01 0.01 0.01 0.05 0.02 0.04 0.01 0 0.02 0 0 0
"православный" 0.02 0.02 0.02 0.01 0 0 0.01 0.01 0 0 0 0 0.02 0 0.03 0 0 0.03
"приветливый" 0 0 0 0 0 0.01 0.02 0.02 0.03 0 0.02 0 0.01 0.02 0.01 0.02 0 0.01
"разгораться" 0 0.04 0.01 0.01 0 0 0.01 0.01 0.01 0.01 0.01 0 0.02 0.02 0 0.02 0 0
"свобода" 0 0 0 0 0 0 0 0 0 0.01 0.05 0.07 0.01 0 0.03 0 0 0
"сильный" 0.01 0.01 0 0.01 0.01 0 0 0 0.01 0.04 0.02 0.01 0 0.01 0 0.01 0.02 0.01
"сиять" 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0.06 0.03 0.01 0.01 0.01 0 0.01 0
"смех" 0.01 0.01 0.01 0 0 0.01 0.03 0.02 0.01 0.02 0 0.02 0 0.01 0.01 0 0.01 0
"смеяться" 0.01 0 0.03 0.01 0.01 0 0 0 0.01 0.01 0.02 0.01 0.02 0.02 0 0 0 0.02
"сокрушать" 0.01 0.01 0 0.02 0.01 0.01 0.02 0.01 0.02 0 0.01 0.01 0.01 0.02 0 0.01 0 0
"соль" 0.01 0.02 0.01 0 0.01 0.01 0 0 0 0.01 0 0 0 0 0.01 0.04 0.03 0.02
"теща" 0.01 0 0.02 0 0.03 0.01 0 0 0 0 0 0 0 0 0 0.02 0.04 0.04
"ткать" 0.01 0.03 0.01 0.01 0 0 0.02 0.02 0.01 0.01 0 0 0 0 0 0.02 0.02 0.01
"туман" 0 0.02 0.01 0 0 0.01 0 0.01 0.01 0.01 0 0.03 0 0.03 0.01 0 0.03 0
"турецкий" 0 0 0 0.03 0 0.02 0.01 0.01 0.02 0 0 0 0.01 0 0.02 0.03 0.01 0.01
"тысяча" 0.01 0.01 0.01 0.01 0 0.02 0.01 0 0 0 0.02 0 0 0 0 0.03 0.04 0.01
"хоромы" 0.05 0.02 0.05 0 0 0 0.01 0 0.01 0 0.01 0 0 0 0 0.01 0.01 0
"чай" 0 0.01 0 0 0 0 0.01 0.02 0.02 0 0.01 0.01 0 0 0 0.03 0.01 0.05
"шея" 0.02 0.03 0.01 0.01 0.01 0.01 0.02 0 0 0.01 0 0 0.01 0.01 0.01 0.01 0 0.01
"блаженный" 0 0 0 0 0 0 0 0 0 0.04 0.04 0.07 0 0 0.01 0 0 0
"блеск" 0 0 0 0 0 0 0 0 0 0.06 0.05 0.05 0 0 0 0 0 0
"блестеть" 0 0 0 0 0 0 0 0 0 0.01 0.03 0.03 0.02 0.06 0.01 0 0 0
"булатный" 0 0 0.01 0 0 0.01 0.01 0.02 0.01 0 0 0 0.01 0 0.02 0.05 0.01 0.01
"ведро" 0.01 0.01 0 0 0.01 0 0.01 0.03 0.01 0.01 0 0 0.01 0.01 0 0.03 0.02 0
"ветерок" 0.02 0.01 0.01 0 0 0 0 0 0 0 0.01 0.03 0.02 0.01 0.02 0.01 0.02 0
"ветка" 0 0 0 0 0 0.01 0.02 0.02 0.02 0.01 0.01 0.01 0.02 0.03 0 0.01 0 0
"видаться" 0.01 0 0 0.03 0.02 0.01 0.02 0.01 0.01 0.01 0 0 0.01 0.01 0.01 0.01 0 0
"видный" 0.01 0.03 0.02 0.01 0 0.01 0 0 0 0.02 0.02 0.03 0 0 0 0 0.01 0
"висеть" 0 0.01 0 0.02 0 0 0 0 0 0.02 0.03 0.01 0.01 0.01 0.01 0.02 0.01 0.01
"волк" 0.01 0.02 0 0.01 0.02 0.03 0 0 0 0 0 0 0.03 0.02 0.01 0 0 0.01
"волос" 0.01 0 0.02 0 0.01 0 0.02 0 0 0 0.03 0.01 0.02 0.02 0 0 0.01 0.01
"выговаривать" 0 0.02 0.02 0 0 0 0.03 0.03 0.02 0 0 0 0 0 0 0.01 0.02 0.01
"вылетать" 0 0.01 0.01 0.03 0.03 0.02 0 0 0 0 0 0 0.02 0.01 0.02 0 0.01 0
"греть" 0 0.01 0.01 0.01 0.01 0 0 0.01 0 0 0.01 0.01 0.04 0.02 0.02 0.01 0 0
"громко" 0.01 0 0.02 0.01 0.02 0 0.02 0.01 0.01 0.01 0.01 0.02 0 0 0 0.01 0 0.01
"ездить" 0.01 0.01 0 0.03 0.02 0.01 0.01 0 0.01 0 0 0 0.01 0.01 0 0.01 0.02 0.01
"жалобно" 0 0.01 0 0.06 0.01 0 0 0 0.01 0 0 0 0.04 0.01 0.02 0 0 0
"желание" 0 0 0 0 0 0 0.01 0 0.01 0.06 0.02 0.04 0 0.01 0.01 0 0 0
"женить" 0.02 0.02 0.01 0 0.01 0.02 0.02 0 0.01 0 0 0 0 0 0 0.02 0.01 0.02
"заветный" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.02 0.02 0.06 0.03 0 0 0
"завиваться" 0.04 0.04 0.03 0 0.01 0 0 0.01 0.01 0 0 0 0 0 0 0 0.01 0.01
"заводить" 0.02 0.02 0 0.01 0.02 0 0 0 0 0.01 0 0 0.01 0.01 0.01 0.02 0.02 0.01
"завтра" 0 0.01 0 0 0.01 0 0.02 0.01 0.01 0.02 0.01 0.02 0.01 0.02 0.01 0 0.01 0
"знак" 0 0 0 0.01 0 0 0 0 0.01 0.02 0.03 0.01 0.01 0.03 0.04 0 0 0
"ивушка" 0 0 0 0.01 0.02 0.01 0.04 0.02 0.04 0 0 0 0 0 0 0.01 0 0.01
"иметь" 0 0 0 0 0 0.01 0.01 0.01 0.01 0.01 0.03 0.03 0 0.02 0.01 0.02 0 0
"исчезать" 0 0 0 0 0 0 0 0 0 0.05 0.03 0.04 0.02 0.02 0 0 0 0
"кленовый" 0 0 0 0.05 0.01 0.03 0 0 0 0 0 0.01 0 0.01 0 0.01 0.03 0.01
"крылышко" 0.01 0 0.01 0.02 0.01 0.01 0 0 0.01 0.01 0 0 0.01 0.02 0.02 0.01 0 0.02
"кумушка" 0.01 0.02 0 0.01 0.01 0.01 0.02 0.02 0.03 0 0 0 0 0 0 0.01 0 0.02
"лен" 0.01 0.01 0 0.01 0.05 0 0 0 0 0 0 0 0.01 0.01 0 0.04 0.01 0.01
"мыло" 0.01 0 0.01 0 0 0 0.03 0.02 0.03 0.01 0 0 0 0 0 0.01 0.03 0.01
"наваривать" 0.03 0.05 0.03 0 0 0 0 0.01 0 0 0 0 0 0 0 0.01 0.01 0.02
"незнакомый" 0.02 0.03 0.02 0 0.01 0 0 0 0.01 0.01 0.02 0 0 0 0 0.03 0.01 0
"нигде" 0 0 0 0.01 0 0 0.02 0.03 0.03 0.01 0.01 0 0.01 0.02 0 0 0.01 0.01
"нож" 0 0 0 0.02 0.02 0 0 0 0.02 0 0 0 0.03 0.03 0.03 0 0.01 0
"пастух" 0 0 0 0.01 0.02 0.03 0 0.01 0.02 0.01 0.03 0.03 0 0 0 0 0 0
"пахомовна" 0 0 0 0 0 0 0.05 0.03 0.07 0 0 0 0 0 0 0 0 0.01
"перышко" 0 0 0 0.05 0.03 0.03 0 0 0 0.01 0 0 0.01 0.01 0 0.01 0 0.01
"плетка" 0.04 0.01 0.04 0 0 0.02 0 0 0 0 0 0 0 0 0 0.04 0 0.01
"погреб" 0.01 0.01 0 0.03 0.05 0.01 0 0 0 0 0 0 0 0 0 0 0.05 0
"позвать" 0.01 0.01 0.02 0.01 0 0.02 0.01 0.02 0.01 0 0.01 0 0 0 0 0.02 0 0.02
"полотняный" 0.01 0.04 0.01 0.02 0.02 0.03 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0
"помирать" 0 0 0 0.05 0.02 0.01 0 0 0.01 0 0 0 0 0 0 0.02 0.01 0.04
"привет" 0 0 0 0.01 0.02 0.01 0 0 0 0.01 0.02 0.03 0 0.02 0.04 0 0 0
"примечать" 0 0 0 0 0.01 0.01 0.03 0.03 0.02 0 0.01 0 0.01 0.02 0 0 0.01 0.01
"присылать" 0 0 0 0.01 0 0 0.02 0.04 0.04 0 0.01 0.02 0.01 0.01 0 0 0 0
"прясть" 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.03 0 0.01 0 0 0 0.01 0.01 0.01 0.01
"ради" 0 0.01 0.01 0 0 0.01 0.03 0.02 0.03 0 0 0.01 0 0 0 0 0.03 0.01
"садить" 0.01 0.01 0.02 0.02 0.02 0.01 0.01 0.01 0 0 0 0 0 0 0.02 0.02 0 0.01
"садок" 0.02 0.04 0.02 0.01 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0.01 0.01 0.02
"сарафан" 0 0.01 0.01 0 0.04 0.01 0 0 0 0 0.01 0 0.01 0.01 0.01 0.01 0.02 0.02
"сводить" 0.01 0.02 0.02 0.01 0 0.02 0 0.01 0.01 0.01 0 0 0.02 0.01 0 0.01 0 0.01
"слыть" 0 0 0 0.02 0.02 0.01 0.01 0.02 0.01 0.01 0 0 0.01 0 0.02 0 0.02 0.01
"слыхать" 0.01 0.01 0.01 0 0.01 0 0.02 0.03 0.01 0.01 0.01 0 0.01 0.01 0.02 0 0 0
"сорок" 0 0.01 0.01 0.02 0.03 0.01 0.01 0 0.01 0 0.02 0 0 0.01 0 0 0.01 0.02
"старость" 0.02 0.02 0.01 0 0 0 0 0.01 0.02 0.02 0 0.01 0 0.02 0.01 0.01 0.01 0
"тихо" 0 0 0 0.01 0 0.01 0 0 0 0.02 0.01 0.05 0 0.01 0.03 0 0.01 0.01
"улыбаться" 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0.05 0.04 0.03 0.01 0 0
"уносить" 0 0.01 0 0.01 0.01 0 0.02 0.03 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0 0 0
"успевать" 0 0 0 0.01 0.01 0.01 0.01 0.01 0 0.02 0.02 0.02 0.01 0 0.02 0.01 0.01 0
"утренний" 0 0 0 0.02 0.01 0.02 0.01 0.01 0.01 0.01 0.01 0 0.01 0.01 0 0.01 0.02 0.01
"хладный" 0 0 0 0.01 0 0 0 0 0 0.02 0.02 0.06 0.02 0.02 0.01 0 0 0
"царев" 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0.04 0.02 0.06
"церковь" 0 0 0.01 0.02 0.03 0.01 0.01 0 0 0 0 0 0.02 0.02 0.02 0.02 0 0
"чело" 0 0 0.01 0 0 0 0 0 0 0.04 0.04 0.03 0 0 0.02 0.02 0 0
"чудный" 0 0 0.01 0.02 0.01 0.01 0 0 0 0.01 0.05 0.01 0.01 0.01 0 0 0.01 0.01
"шатер" 0.01 0.02 0.01 0 0.06 0 0 0 0 0 0 0 0 0 0.01 0.01 0.02 0.02
"шум" 0.01 0 0.01 0 0 0 0 0 0 0.04 0.01 0.07 0 0 0.01 0 0 0.01
"эдак" 0.01 0.01 0.01 0.01 0.01 0 0.02 0 0.03 0 0 0 0 0 0 0.02 0.02 0.02
"ангел" 0 0 0 0 0 0 0 0.01 0.01 0.04 0.05 0 0.03 0.01 0 0 0 0
"базар" 0 0.02 0.01 0.01 0 0.03 0.02 0.02 0.01 0 0.01 0 0 0 0 0.01 0.01 0
"беленький" 0.01 0 0.01 0.01 0.03 0.05 0.01 0 0 0 0 0 0 0 0 0.02 0.01 0
"беседушка" 0 0.01 0.01 0.03 0.02 0.02 0 0 0 0 0 0 0 0 0.02 0 0.03 0.01
"близко" 0.01 0 0.02 0 0.01 0.01 0.01 0 0.02 0.01 0 0.02 0 0.01 0.01 0 0 0.02
"блистать" 0 0 0 0 0 0 0 0 0 0.04 0.05 0.04 0.01 0 0.01 0 0 0
"бок" 0.01 0 0.01 0.03 0.01 0.01 0 0.01 0 0 0 0.01 0.01 0.01 0 0 0.01 0.03
"бросаться" 0 0 0 0.02 0.02 0.03 0 0.01 0.01 0 0.01 0.02 0 0 0.01 0.01 0.01 0
"власть" 0 0 0 0 0.01 0 0.01 0 0.01 0.04 0.06 0.02 0 0 0 0 0 0
"вместе" 0 0 0 0 0 0.01 0 0.01 0 0.03 0.02 0.01 0.02 0 0.03 0.01 0 0.01
"вчера" 0 0 0 0 0 0.01 0.01 0 0.02 0.02 0.02 0 0.03 0.02 0.01 0 0 0.01
"девченка" 0 0 0 0.04 0.04 0.07 0 0 0 0 0 0 0 0 0 0 0 0
"дожидаться" 0.01 0 0 0.04 0.03 0.01 0 0 0 0 0 0 0 0 0.02 0 0 0.04
"доска" 0.01 0 0 0 0.01 0.03 0.01 0.02 0.02 0 0 0 0 0 0.01 0.02 0.02 0
"едва" 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0.01 0.02 0.04 0.01 0 0.01
"закат" 0 0 0 0 0.01 0.01 0 0.01 0.01 0 0.03 0.02 0.01 0.03 0.02 0 0 0
"занести" 0 0 0 0.02 0 0 0 0 0 0.02 0 0.01 0.03 0.02 0.02 0.02 0.01 0
"запас" 0.04 0.03 0.05 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0.01 0
"зарезать" 0 0 0 0.02 0.04 0.04 0 0 0 0 0 0 0 0.01 0 0 0.01 0.03
"здоровый" 0.02 0.02 0.01 0.01 0 0 0.01 0.01 0.01 0 0.01 0 0.01 0.01 0.02 0.01 0 0
"зорюшка" 0.01 0.01 0.01 0.01 0.02 0.01 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0.03 0.01
"зреть" 0 0 0 0 0 0.01 0 0 0.01 0.04 0.02 0.02 0.01 0.03 0.01 0 0 0
"зять" 0.02 0.02 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0.01 0.05 0.02
"касаточка" 0 0 0 0 0 0.01 0.03 0.02 0.01 0 0 0 0.03 0 0.03 0 0.01 0.01
"кланяться" 0.01 0.02 0.02 0 0.02 0.02 0 0 0 0 0.01 0 0 0.02 0.02 0.01 0 0
"компания" 0.02 0.02 0.01 0.01 0.01 0 0.01 0.03 0.02 0 0 0 0 0 0 0 0 0.02
"косящатый" 0.02 0.02 0.01 0.03 0.01 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0.01 0.01
"кругом" 0.01 0.01 0 0.01 0 0 0 0 0 0.04 0.05 0.02 0.01 0 0 0 0 0
"ласка" 0 0 0 0 0 0 0.01 0 0.01 0.02 0 0.02 0.04 0.03 0.01 0.01 0 0
"лесок" 0 0.01 0.03 0 0 0.01 0.01 0.02 0.01 0 0 0 0.01 0.01 0.02 0 0.02 0
"летний" 0.02 0.01 0.01 0 0.01 0 0.01 0.01 0 0.02 0 0 0.02 0 0.01 0.01 0.01 0.01
"лодка" 0.01 0.01 0.01 0.02 0.01 0.01 0 0.01 0 0 0.01 0.01 0 0.01 0 0 0.01 0.03
"лучинушка" 0 0.01 0.01 0.01 0.03 0.01 0.01 0.02 0.02 0 0 0 0.01 0 0.01 0 0 0.01
"младенький" 0.01 0.02 0.02 0.01 0.03 0.01 0.03 0.01 0.01 0 0 0 0 0 0 0 0 0
"молодешенька" 0.01 0.02 0.01 0.01 0 0.01 0.02 0.02 0.01 0 0 0 0.01 0.01 0 0 0 0.02
"накормить" 0 0 0 0.01 0 0.01 0.02 0.03 0.02 0 0.01 0 0 0 0.01 0.02 0.01 0.01
"научать" 0 0.02 0 0 0 0 0.03 0.01 0 0.01 0 0 0.02 0.02 0.01 0.01 0.01 0.01
"немножко" 0.01 0.01 0 0.03 0.02 0.02 0.01 0 0.01 0 0 0 0 0 0 0.03 0.01 0
"облако" 0 0 0 0 0 0 0.01 0 0 0.01 0.03 0.01 0.02 0.03 0.03 0.01 0 0
"офицер" 0 0 0 0.02 0.01 0.02 0.02 0.02 0.03 0 0 0.01 0 0 0 0 0.02 0
"перина" 0 0 0 0.01 0.01 0.03 0.01 0.04 0.01 0 0 0 0 0 0 0 0 0.04
"поверять" 0 0 0 0 0 0 0 0 0.01 0.03 0.04 0 0.03 0.02 0.01 0 0 0.01
"полк" 0 0 0 0.01 0.04 0.01 0 0 0 0 0.02 0.02 0 0 0 0 0.04 0.01
"поминать" 0 0 0 0 0.01 0.01 0.01 0.01 0.02 0.01 0 0 0 0.01 0.01 0.01 0.03 0.02
"поцелуй" 0 0.02 0.01 0 0 0 0 0 0 0.01 0 0.02 0 0.04 0.03 0.02 0 0
"прелестный" 0.01 0 0 0 0 0 0.03 0.01 0.01 0 0.03 0.03 0.01 0.02 0 0 0 0
"прельщать" 0.01 0 0.01 0 0.01 0.01 0.02 0.01 0.01 0.02 0.03 0.02 0 0 0 0 0 0
"приковывать" 0.02 0.04 0.03 0 0 0 0.02 0.02 0.01 0 0.01 0 0 0 0 0 0 0
"протягивать" 0.01 0.02 0.02 0.01 0.03 0 0.01 0.01 0.01 0.01 0 0.01 0 0 0 0 0.01 0
"пускай" 0 0 0 0.03 0 0.01 0.01 0.01 0.01 0.04 0 0.02 0 0.01 0 0 0.01 0
"пуховый" 0 0 0 0.03 0.01 0.03 0 0 0.01 0 0 0 0 0 0.01 0.03 0.03 0
"радостно" 0 0 0 0 0 0.01 0.01 0 0.01 0.01 0 0.04 0.02 0.02 0.03 0 0 0
"разбестия" 0.02 0.01 0.01 0.01 0.01 0.01 0.03 0.02 0.03 0 0 0 0 0 0 0 0 0
"разгуливаться" 0.02 0.01 0.01 0 0.02 0.03 0.01 0.01 0 0 0 0 0 0.01 0 0 0.01 0.02
"разлюбезный" 0.02 0 0.01 0.03 0.03 0.03 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01
"ракитов" 0 0.02 0.01 0 0.02 0.03 0.01 0.01 0 0 0 0 0.01 0 0 0.02 0.01 0.01
"родитель" 0.04 0.01 0.03 0 0 0 0.01 0.01 0.02 0 0 0 0 0.01 0 0.01 0 0.01
"рок" 0 0 0 0 0 0 0.01 0.01 0 0.04 0.02 0.05 0.01 0 0.01 0 0 0
"рукавец" 0 0.01 0 0 0 0 0.05 0.01 0.06 0 0 0 0 0 0 0.01 0 0.01
"садовый" 0.02 0.01 0.01 0 0.01 0.01 0.02 0.01 0.02 0 0 0 0 0 0 0.02 0 0.02
"седло" 0.02 0.01 0 0 0.01 0.01 0 0 0 0.02 0.01 0.01 0 0.02 0 0 0.01 0.03
"семья" 0.02 0.03 0.02 0 0 0 0 0.01 0 0.01 0.01 0.04 0 0 0 0.01 0 0
"сера" 0.02 0.01 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0.03 0.03 0.04
"сердитый" 0 0.03 0.01 0 0.02 0.02 0 0 0 0.01 0 0 0.02 0.01 0 0 0 0.03
"сиротинушка" 0.01 0.01 0 0 0.02 0 0 0 0.01 0 0 0 0.02 0.03 0.03 0.01 0.01 0
"слобода" 0.01 0.01 0 0 0.02 0.03 0.02 0.01 0.01 0 0 0 0 0 0 0.01 0.02 0.01
"струна" 0 0 0 0 0.01 0.01 0.01 0.01 0.01 0.05 0.02 0.03 0 0 0 0 0 0
"стук" 0.02 0.02 0.01 0.01 0.01 0.01 0 0 0 0 0 0.03 0.01 0 0 0.02 0 0.01
